smiles,pKa
NC(=O)CC(=O)c1ccccn1,8.23
O=N/C(Cc1ccccc1)=N\O,5.3
O/N=C(/Cc1ccccc1)NO,4.25
O/N=C(/Cc1ccccc1)NO,10.7
OCCN1CCN(CCO)CC1,7.75
CCOC(=O)N1CCN(C)CC1,7.31
[NH3+]C(Cc1ccc[nH+]c1)C(=O)O,1.69
CN(C)c1cccc([N+](=O)[O-])c1,2.58
CN(C)c1ccc([N+](=O)[O-])cc1,0.69
Cc1cc([N+](=O)[O-])cc(C)c1N,0.98
NCCc1ccc([N+](=O)[O-])cc1,9.42
Cc1cc(N)cc(C)c1[N+](=O)[O-],2.56
[NH3+]C(CC(=O)[O-])c1ccccn1,2.94
[NH3+]C(CC(=O)O)c1cccc[nH+]1,1.3
NC(Cc1cccnc1)C(=O)[O-],9.26
NC(Cc1ccncc1)C(=O)[O-],9.22
Cc1cc(C(N)=O)cc(C)[n+]1O,2.08
Cc1ncc(CO)c(C[NH3+])c1O,8.02
Cc1ncc(CO)c(C[NH3+])c1O,3.38
NC(CC(=O)[O-])c1ccccn1,9.22
Cc1ncc(CO)c(CN)c1[O-],10.32
Nc1c(Cl)cc([N+](=O)[O-])cc1Cl,-2.98
NCc1cccc(S(N)(=O)=O)c1,10.14
NCc1cccc(S(N)(=O)=O)c1,8.55
N#Cc1cccc(S(N)(=O)=O)c1,8.84
NCc1ccc(S(N)(=O)=O)cc1,10.15
NCc1ccc(S(N)(=O)=O)cc1,8.35
NCc1ccccc1S(N)(=O)=O,10.11
NCc1ccccc1S(N)(=O)=O,8.53
NCc1cc(Cl)ccc1[N+](=O)[O-],8.19
O=[N+]([O-])c1cccc(NC=S)c1,10.3
O=[N+]([O-])c1ccc(NC=S)cc1,10.11
NC(=S)c1ccc([N+](=O)[O-])cc1,11.84
NCc1ccc(Cl)cc1[N+](=O)[O-],8.34
CSc1ccc(N)cc1[N+](=O)[O-],2.47
CSc1ccc(N)c([N+](=O)[O-])c1,-0.28
CN(C)/C=N/c1ccccc1O,11.02
CN(C)/C=N/c1ccccc1O,7.41
NC(=O)C(N)Cc1ccccc1,7.33
NC(=O)[C@@H](N)Cc1ccccc1,7.26
NCCNC(=O)c1ccccc1,9.13
NC(=O)CCCc1cccnc1,5.33
Cc1ccccc1NC(=O)CN,7.81
NC(=O)CCCc1ccncc1,5.64
CC(C)(C)CC(=O)n1ccnc1,3.8
NC(=O)CCCc1ccccn1,5.48
CN(C)/C=N/c1cccc(O)c1,10.23
CN(C)/C=N/c1cccc(O)c1,7.88
CN(C)c1ccc(/C=N/O)cc1,11.34
Cc1cc(CN)c(O)c(CN)c1,9.7
COc1cc(CN)c(C)cc1N,9.54
CN(C)/C=N/c1ccc(O)cc1,10.54
CN(C)/C=N/c1ccc(O)cc1,8.28
Cc1cc(C[NH3+])c(O)c(C[NH3+])c1,7.0
CC(=O)[n+]1ccc(N(C)C)cc1,9.55
COc1cc(C[NH3+])c(C)cc1N,4.26
O=c1cc(S(=O)(=O)[O-])[nH]c(=O)[nH]1,7.26
O=[N+]([O-])c1ccc(/C=N/O)cc1,10.03
O=[N+]([O-])c1cccc(/C=N\O)c1,10.74
O=[N+]([O-])c1cccc(/C=N/O)c1,10.15
O=[N+]([O-])c1ccccc1/C=N\O,10.74
O=[N+]([O-])c1ccccc1/C=N/O,10.06
O=[N+]([O-])c1ccc(NCO)cc1,-0.33
NOCc1ccc([N+](=O)[O-])cc1,3.96
NCC(=O)N1CCC[C@H]1C(=O)[O-],8.49
[NH3+]CC(=O)N1CCC[C@H]1C(=O)O,2.95
CN(C)c1nc(/N=N/O)nn1C,5.94
Cn1nc([N+](=O)[O-])nc1NN=O,3.22
NCCCCCc1ccccc1,10.51
CC(N)CCCc1ccccc1,9.99
CCCCNCc1ccccc1,9.46
CCCNCc1ccc(C)cc1,9.98
CCCCCNc1ccccc1,5.2
CC(C)(C)CNc1ccccc1,4.17
CNCCCCc1ccccc1,10.76
CCCN(CC)c1ccccc1,6.39
CCC(C)N(C)c1ccccc1,6.03
CC(C)CN(C)c1ccccc1,5.2
C=CC(C)(C)Nc1ccccc1,4.88
CCC(C)(C)Nc1ccccc1,6.55
C#CC(C)(C)Nc1ccccc1,4.26
Cc1ccc(NC(C)(C)C)cc1,7.3
Cc1ccccc1NC(C)(C)C,6.49
CCC(C)(C)NC1CCCCC1,11.2
CCN(CC)Cc1ccccc1,9.44
C[C@@H](Cc1ccccc1)N(C)C,9.4
CCN(CC)c1ccc(C)cc1,7.18
CCN(CC)c1ccccc1C,7.18
CN(c1ccccc1)C(C)(C)C,7.5
CSCc1cccc(CSC)n1,4.19
Cc1cc(Br)cc(C)c1N(C)C,4.36
C[Si](C)(C)CNc1ccccc1,5.3
C[Si](C)(C)CNC1CCCCC1,10.96
SCCNCCc1ccccc1,8.11
CCCSC(=N)c1ccccc1,8.1
CC(C)SC(=N)c1ccccc1,8.04
[S-]CCNCCc1ccccc1,10.28
SCC[NH2+]CCc1ccccc1,7.85
O=C([O-])[C@@H]1CCC[C@H](C(=O)[O-])N1,9.92
COc1cc([N+](=O)[O-])ccc1O,6.83
O=C(O)c1cccc([N+](=O)[O-])c1,3.47
O=C(O)c1ccc([N+](=O)[O-])cc1,3.43
COc1ccc(O)c([N+](=O)[O-])c1,7.39
COc1cccc([N+](=O)[O-])c1O,6.74
COc1ccc(O)cc1[N+](=O)[O-],8.68
O=C(O)c1ccccc1[N+](=O)[O-],2.23
NS(=O)(=O)c1ccsc1C(=O)O,3.3
CC(=O)N1CS(=O)C[C@H]1C(=O)O,2.5
O=[N+]([O-])c1cccc(S(=O)O)c1,1.21
O=[N+]([O-])c1cccc([Se](=O)O)c1,4.07
O=[N+]([O-])c1ccc(B(O)O)cc1,7.15
O=[N+]([O-])c1cccc(B(O)O)c1,7.3
O=[N+]([O-])c1ccccc1B(O)O,8.52
O=[N+]([O-])c1ccc(S(=O)O)cc1,1.86
O=[N+]([O-])c1ccc([Se](=O)O)cc1,4.0
O=S(=O)([O-])CCN1CCOCC1,6.16
COC(=O)Cc1ccccc1N,3.71
COc1ccc(N(C)CO)cc1,4.59
COCc1cccc(COC)n1,3.43
CC(=O)/C(=N/O)c1ccccc1,8.85
Cc1cccc(C(=O)N(C)O)c1,8.52
Cc1ccc(C(=O)N(C)O)cc1,8.5
C[C@H](N)[C@H](O)c1ccc(O)cc1,8.69
CNC[C@H](O)c1cccc(O)c1,9.84
CNC[C@H](O)c1cccc(O)c1,8.77
CNCCc1ccc(O)c(O)c1,10.61
CNCCc1ccc(O)c(O)c1,8.84
N#CC(C(=O)O)c1ccccc1,1.77
N#CC(C(=O)O)C1CCCCC1,2.37
N#CC(=C(O)O)c1ccccc1,0.99
C/C(=N\O)C(=O)c1ccccc1,9.25
CN(C)Cc1cccc(O)c1O,8.01
CN(C)c1ccc(C(=O)O)cc1,4.96
CN(C)c1ccc(C(=O)O)cc1,2.57
CCOC(=O)c1ccc(N)cc1,2.58
N#CCc1ccc(C(=O)O)cc1,4.09
COc1ccc(C(O)CN)cc1,9.02
COc1cccc(CN)c1OC,9.41
COc1ccc(CN)cc1OC,9.39
CCOC(=O)Cc1ccccn1,4.25
Cc1cccc(C(C)[N+](=O)[O-])c1,7.49
[NH3+]C(Cc1ccccc1)C(=O)O,2.3
[NH3+][C@@H](Cc1ccccc1)C(=O)O,2.21
CC1CCCC/C1=N\CC(=O)[O-],9.64
CC(N)(C(=O)[O-])c1ccccc1,9.0
NC(Cc1ccccc1)C(=O)[O-],9.17
N[C@@H](Cc1ccccc1)C(=O)[O-],9.14
N#C/C(=C(\[O-])O)c1ccccc1,8.7
CN(C)c1ccccc1C(=O)[O-],8.46
C[NH+](C)c1ccccc1C(=O)O,1.4
C[NH2+]CC(=O)c1ccc(O)cc1,7.7
C[N+]1(CCC(=O)O)CCCCC1,3.43
Cc1ccc(S(N)(=O)=O)cc1C,9.62
CC(c1cccc(Cl)c1)[N+](=O)[O-],7.05
CC(c1cccc(F)c1)[N+](=O)[O-],7.05
NS(=O)(=O)c1ccc(Cl)c(Cl)c1,8.94
Cc1ccc(O)c(CN(C)C)c1,11.22
Cc1ccc(O)c(CN(C)C)c1,8.68
COCCNc1cccc(C)c1,4.29
COCCNc1ccc(C)cc1,4.64
COCCN(C)c1ccccc1,4.81
CC(N)CCc1ccc(O)cc1,9.14
COc1ccc(CC(C)N)cc1,9.53
CNC(C)C(O)c1ccccc1,9.96
CN[C@@H](C)[C@H](O)c1ccccc1,9.46
CN[C@H](C)[C@H](O)c1ccccc1,9.61
OCCCCCc1cccnc1,5.72
CN(C)CCc1ccc(O)cc1,9.8
CNCCC(=O)c1ccccc1,9.0
CN(C)Cc1ccccc1CO,8.78
Cc1cccc(CN(C)C)c1O,11.1
Cc1cccc(CN(C)C)c1O,8.18
CCOCCNc1ccccc1,4.04
OCCCCCc1ccncc1,6.04
OCCCCCc1ccccn1,5.93
Cc1cc(O)ccc1[N+](C)(C)C,8.34
C[N+](C)(C)Cc1ccc(O)cc1,8.75
Cc1ccc([N+](C)(C)C)cc1O,8.2
C[N+](C)(C)Cc1cccc(O)c1,8.89
C[N+](C)(C)Cc1ccccc1O,8.71
Cc1cc(O)cc([N+](C)(C)C)c1,8.2
Cc1ccc(O)cc1[N+](C)(C)C,8.28
CC[N+](O)(CC)c1ccccc1,4.53
C[NH+](C)CCc1ccc(O)cc1,9.46
C[NH+](C)CCc1cccc(O)c1,9.24
C[NH+](C)CCc1ccccc1O,8.75
CCCN1CC(O[Si](C)(C)C)C1,8.89
COc1ccc(NC(C)=S)cc1,11.96
COc1ccc(NCCS)cc1,5.3
COc1cccc(NCCS)c1,5.18
COCCNc1ccc(Cl)cc1,3.3
CN(C)Cc1cc(Cl)ccc1[O-],10.97
C[NH+](C)Cc1cc(Cl)ccc1O,8.02
C[NH+](C)Cc1cc(F)ccc1O,8.12
CN(C)Cc1cc(Br)ccc1[O-],10.71
C[NH+](C)Cc1cc(Br)ccc1O,7.58
CC1(C)CC(=O)C(=NO)C(=O)C1,5.4
COc1ccccc1C(=O)NO,8.9
NC(=O)c1ccccc1C(=O)O,3.75
Cc1ncc(CO)c(CO)c1O,8.98
Cc1ncc(CO)c(CO)c1O,4.96
C/C(=N/O)c1ccc(O)cc1O,8.35
CC1CC(C(=O)O)=[N+]([O-])C1(C)C,2.85
O=[N+]([O-])/C=C/c1cccc(O)c1,9.05
CC(=O)c1ccc([N+](=O)[O-])cc1,16.65
Cc1cc(C)c(O)c([N+](=O)[O-])c1,7.98
O=C(C[N+](=O)[O-])c1ccccc1,5.19
O=[N+]([O-])/C=C/c1ccc(O)cc1,7.98
Cc1cc([N+](=O)[O-])cc(C)c1O,7.22
Cc1cc(O)cc(C)c1[N+](=O)[O-],8.25
Cc1cc(C(=O)O)cc(C)[n+]1O,-0.01
O=C([O-])/C(=N\O)c1ccccc1,10.95
O=C([O-])/C(=N/O)c1ccccc1,11.63
O=C([O-])C#CCN1CCOCC1,5.57
O=C(O)C#CC[NH+]1CCOCC1,1.79
C/C(=N/O)c1ccc([O-])cc1O,9.72
O=[N+]([O-])c1cc(Cl)c(O)c(Cl)c1,3.7
O=[N+]([O-])c1cc(Br)c(O)c(Br)c1,3.7
O=[N+]([O-])c1cc(Cl)ccc1[Se]O,10.23
CCC(=O)c1nc(C(=O)O)cs1,3.7
COc1ccc(S(N)(=O)=O)cc1,9.93
COc1cccc(S(N)(=O)=O)c1,9.39
Cc1ccc([Se]O)c([N+](=O)[O-])c1,10.71
O=C([O-])C[NH2+]CCc1nnn[nH]1,4.32
O=C([O-])CNCCc1nnn[n-]1,9.23
O=C(O)C[NH2+]CCc1nnn[nH]1,3.28
C=CCOc1nc(N)nc(N)n1,3.43
C[C@H]1[C@@H](N)[C@@H](C)[C@@H](N)[C@@H](C)[C@H]1N,7.83
CC(C)=NNC1CCN(C)CC1,8.9
CNNC1CCN(C(C)C)CC1,9.1
CC(C)NNC1CCN(C)CC1,9.07
C[C@H]1[C@@H]([NH3+])[C@@H](C)[C@@H](N)[C@@H](C)[C@H]1[NH3+],5.15
C[C@H]1[C@@H](N)[C@@H](C)[C@@H]([NH3+])[C@@H](C)[C@H]1N,6.73
CNNC1CC[NH+](C(C)C)CC1,6.2
CC(C)NNC1CC[NH+](C)CC1,6.32
CCCCNc1ccnc([S-])n1,11.13
CCCCNc1cc[nH+]c(S)n1,3.2
Cc1n[nH]c(C(=O)O)c1[N+](=O)[O-],2.26
COC(=O)C(N)Cc1c[nH]cn1,7.35
COC(=O)[C@@H](N)Cc1c[nH]cn1,7.33
Cn1c[nH+]cc1C[C@H]([NH3+])C(=O)O,1.84
Cn1cncc1C[C@H]([NH3+])C(=O)[O-],6.53
Cn1cncc1C[C@H](N)C(=O)[O-],8.72
COC(=O)C([NH3+])Cc1c[nH]cn1,5.41
COC(=O)[C@@H]([NH3+])Cc1c[nH]cn1,5.38
[NH3+][C@@H](Cc1nc[nH]c1I)C(=O)[O-],4.18
[NH3+][C@@H](Cc1[nH+]c[nH]c1I)C(=O)O,1.65
N[C@@H](Cc1nc[nH]c1I)C(=O)[O-],12.4
N[C@@H](Cc1nc[nH]c1I)C(=O)[O-],8.62
[NH3+]C(Cc1c[nH]c(=S)[nH]1)C(=O)O,1.84
NC(Cc1c[nH]c(=S)[nH]1)C(=O)[O-],11.4
NC(Cc1c[nH]c(=S)[nH]1)C(=O)[O-],8.47
CC(=O)NN=C1CCN(C)CC1,7.45
CC(=O)NNC1CCN(C)CC1,8.7
CC(=O)N(N)C1CCN(C)CC1,8.7
N/C(=N\O)C(N)c1ccccc1,7.15
CCCCNc1cc[nH+]c([O-])n1,4.69
N/C(=N\O)C([NH3+])c1ccccc1,2.3
O/N=C1/CCCC(=N\O)/C1=N/O,8.21
O/N=C1/CCCC(=N\O)/C1=N/O,8.12
[O-]/N=C1\CCCC(=N\O)/C1=N/[O-],12.16
[O-]N=C1/C(=N/O)CCC/C1=N\O,11.09
c1ccc2c(c1)N1CCN2CC1,5.65
c1ccc2c(c1)N1CC[NH+]2CC1,2.5
c1ccc2c(c1)C1CCN2CC1,7.79
O=C(O)c1ccc(C2CC2)cc1,4.42
O=C(O)C1C=Cc2ccccc21,3.92
O=C(O)C1C=Cc2ccccc21,9.35
O=C(O)[C@@H]1C[C@@H]1c1ccccc1,4.82
O=C(O)[C@H]1C[C@@H]1c1ccccc1,4.54
O=C(O)c1cccc(C2CC2)c1,4.28
Oc1ccc(O)c2ccccc12,9.25
CC1C(=O)c2ccccc2C1=O,6.17
O=C1CCCC2CCCC(=O)C12,11.13
Oc1cccc2cccc(O)c12,6.71
[O-]c1ccc(O)c2ccccc12,11.02
O=C(O)c1csc2ccccc12,4.24
O=c1c(O)c1-c1ccc(F)cc1,2.07
O=C(O)c1cc2ccccc2s1,3.1
OC(O)=C1SCc2ccccc21,5.32
[O-]/C(O)=C1\SCc2ccccc21,12.8
Cc1ccc2c(c1)CC(=O)CC2,12.94
Cc1ccc2ccc(O)cc2c1,9.52
Cc1cccc2ccc(O)cc12,9.42
Oc1ccc(Cl)c2ccccc12,8.64
Oc1ccc2ccc(Cl)cc2c1,9.09
O=C1CCc2ccc(Cl)cc2C1,12.3
Oc1ccc2cc(Cl)ccc2c1,9.31
O=C1CCc2cc(Cl)ccc2C1,12.51
Oc1ccc2cccc(Cl)c2c1,8.69
Oc1ccc2cc(I)ccc2c1,9.23
O=C1CCc2cc(I)ccc2C1,12.36
Oc1ccc2cccc(I)c2c1,8.98
Oc1ccc2cc(Br)ccc2c1,9.2
Oc1ccc2cccc(Br)c2c1,8.94
O=c1cc(O)c2ccccc2o1,4.1
O=C1CC(=O)c2ccccc2O1,5.64
O=C(O)c1coc2ccccc12,4.18
O=C(O)c1cc2ccccc2o1,2.84
O=C(O)C1Cc2ccccc2O1,3.25
O=C(O)C[C@]1(O)C[C@@H]2C=C[C@H]1C2,4.36
O=C(O)C[C@]1(O)C[C@H]2C=C[C@@H]1C2,4.36
O=C(O)C[C@]1(O)C[C@H]2CC[C@@H]1C2,4.57
O=C(O)C[C@]1(O)C[C@@H]2CC[C@H]1C2,4.46
O=c1ccc2ccc(O)cc2o1,6.18
O=C(O)C12CCC(O)(CC1)CC2,6.33
O=S1(=O)C=C(O)c2ccccc21,7.65
Cc1cc(-c2ncc[nH]2)nn1C,6.2
NNc1nncc2ccccc12,7.25
Cc1cccc(-c2nnn[nH]2)c1,4.15
Cc1ccccc1-c1nnn[nH]1,4.09
Cc1cc(-c2cc(C)n[nH]2)[nH]n1,2.8
Cc1nc2cncnc2nc1C,2.93
Nc1nc(N)c2ccccc2n1,8.12
Cn1ccnc1-c1nccn1C,4.91
Nc1nc2ccccc2nc1N,4.7
[NH3+]Nc1nncc2ccccc12,2.9
Cc1cc(-c2cc(C)[nH+][nH]2)[nH]n1,0.4
Cc1cc(-c2[nH]cc[nH+]2)nn1C,2.0
Cn1ccnc1-c1[nH+]ccn1C,0.5
Clc1cccc(-c2nnn[nH]2)c1,3.61
Ic1ccc(-c2nnn[nH]2)cc1,3.88
Brc1cccc(-c2nnn[nH]2)c1,3.82
Brc1ccc(-c2nnn[nH]2)cc1,3.73
CSc1nc2cncnc2n1C,2.98
Clc1ccccc1-c1nnn[nH]1,3.69
Brc1ccccc1-c1nnn[nH]1,3.83
Cc1cnc2c([S-])ncnc2n1,7.02
Cn1cnc2[nH]c(=O)[nH]c(=O)c21,8.45
Cn1cnc2[nH]c(=O)[nH]c(=O)c21,0.87
Cn1cnc2c(=O)[nH]c(=O)[nH]c21,6.15
Cc1nc2[nH]c(=O)[nH]c(=O)c2[nH]1,3.1
Cn1c(=O)[nH]c2nc[nH]c2c1=O,7.88
Cn1c(=O)[nH]c2nc[nH]c2c1=O,1.19
Cn1c(=O)[nH]c(=O)c2[nH]cnc21,8.49
Cn1c(=O)[nH]c(=O)c2[nH]cnc21,0.78
NC1=[NH+][C@H]2C[C@@H](N1)[NH2+][C@@H]2C(=O)O,1.3
NC1=[NH+][C@H]2C[C@@H](N1)N[C@@H]2C(=O)[O-],5.5
NC1=N[C@H]2C[C@@H](N1)N[C@@H]2C(=O)[O-],12.6
Cn1c([O-])nc2nc[nH]c2c1=O,11.9
Cn1c([O-])nc(=O)c2[nH]cnc21,11.65
Cc1nc2nc([O-])[nH]c(=O)c2[nH]1,9.7
Cn1cnc2c(O)nc([O-])nc21,10.5
Cn1cnc2nc([O-])nc(O)c21,10.6
Cn1c([O-])[nH+]c2cnc([O-])nc21,8.74
Cn1cnc2c1NC=NS2(=O)=O,4.45
Oc1ccc(-c2nnn[nH]2)cc1,4.28
Cn1cnc2ncn(C)c2c1=O,2.16
CN1Cc2[nH]cnc2N(C)C1=O,11.25
COc1ncnc2c1cnn2C,2.51
COc1ncnc2nccnc12,1.04
Oc1ccccc1-c1nnn[nH]1,4.36
Cn1cnc2[nH]c(=O)[nH]c(=S)c21,6.8
Cn1cnc2[nH]c(=O)[nH]c(=S)c21,0.3
Cn1cnc2nc([O-])[nH]c(=S)c21,12.1
N[C@H]1C[C@@H]2CCCC[C@H]2C[C@@H]1N,9.97
N[C@H]1C[C@H]2CCCC[C@@H]2C[C@@H]1N,10.08
N[C@@H]1C[C@@H]2CCCC[C@H]2C[C@@H]1N,9.93
Cc1cc(N)c2ccccc2n1,9.44
c1ccc(-c2ccccn2)nc1,4.42
Cc1nnc2c(c1C)CCCC2,5.41
CC(C)(C)N1NC2CCC1CC2,9.54
C1CCN(N2CCCCC2)CC1,7.09
c1cncc(-c2cccnc2)c1,4.6
c1ccc(-c2cccnc2)nc1,4.42
CC(C)n1cnc2ccccc21,5.74
CCCn1cnc2ccccc21,5.46
CC(C)c1nc2ccccc2[nH]1,6.23
c1ccc(Cn2ccnc2)cc1,6.66
c1cncc(-c2ccncc2)c1,4.85
c1cc(-c2ccncc2)ccn1,4.82
NCCc1c[nH]c2ccccc12,10.2
c1ccc(-c2ccncc2)nc1,4.77
C1CCN(C2CCNCC2)CC1,10.73
Cn1ccc(=N)c2ccccc21,12.4
Cn1cccc1-c1cccnc1,4.73
N#Cc1cncc2ccccc12,2.04
Nc1cccc2cccc(N)c12,4.6
c1cncc([C@@H]2CCCCN2)c1,4.01
CN1CC=CC1c1cccnc1,7.04
CN1CCCC1c1cccnc1,8.06
CN1CCC[C@H]1c1cccnc1,7.85
C1CCN(CCN2CCCC2)C1,9.47
N[C@H]1C[C@@H]2CCCC[C@H]2C[C@@H]1[NH3+],6.97
N[C@H]1C[C@H]2CCCC[C@@H]2C[C@@H]1[NH3+],6.68
N[C@@H]1C[C@H]2CCCC[C@@H]2C[C@@H]1[NH3+],6.36
c1ccc(-c2cccc[nH+]2)nc1,1.47
c1cncc(-c2ccc[nH+]c2)c1,3.0
c1cc(-c2cc[nH+]cc2)ccn1,3.17
C1CCN(C2CC[NH2+]CC2)CC1,7.97
c1ccc(-c2ccc[nH+]c2)nc1,1.52
c1ccc(-c2cc[nH+]cc2)nc1,1.19
C1CCN(CC[NH+]2CCCC2)C1,6.3
C[NH+]1CCCC1c1cccnc1,3.01
C[NH+]1CCC[C@H]1c1cccnc1,3.16
Nc1ccnc2cc(Cl)ccc12,8.22
c1ccc(Nc2nccs2)cc1,4.33
Nc1ncc(-c2ccccc2)s1,4.9
C/N=c1/sc2c(n1C)CCCC2,10.0
CN(C)c1nc2c(s1)CCCC2,6.16
CSc1cnc2ccccc2n1,0.26
O=c1[nH]c2ccccc2[nH]c1=O,9.67
O=C(O)c1[nH]c2ccccc2[nH+]1,0.4
O=c1[nH]c2ccccc2nc1[O-],12.3
O=Nc1c(O)ccc2ncsc12,5.43
CCOc1ccc2[nH]cnc2c1,5.57
Cc1ncnc2c(O)cccc12,8.75
Cc1ncnc2c(O)cccc12,2.9
Nc1ccc(O)c2ncccc12,11.24
Nc1ccc(O)c2ncccc12,5.67
Cc1cnnc2c(O)cccc12,8.34
Cc1cnnc2c(O)cccc12,3.18
CC(=O)n1cnc2ccccc21,1.8
Oc1cc(-c2ccccc2)n[nH]1,11.4
Cn1c(=O)cnc2ccccc21,-1.15
ONc1ccnc2ccccc12,6.76
c1cc(N2CCOCC2)ccn1,8.79
OCCn1cnc2ccccc21,5.29
COc1ncnc2ccccc12,3.13
Cc1ccc2[nH]c(CO)nc2c1,5.64
Cc1ccc2[nH]c(CO)nc2c1,11.5
Cn1c(CO)nc2ccccc21,15.84
Cn1c(CO)nc2ccccc21,4.36
COc1ncc2ccccc2n1,1.31
C/N=c1/oc2c(n1C)CCCC2,10.23
CN(C)c1nc2c(o1)CCCC2,6.16
COc1cnc2ccccc2n1,0.28
COc1cnnc2ccccc12,3.21
COc1ccc2c(c1)NCCN2,5.26
Nc1ccnc2c([O-])cccc12,10.71
Nc1cc[nH+]c2c(O)cccc12,6.91
Cc1nc2ccccc2nc1[O-],9.88
Cc1nc2ccccc2[nH+]c1O,0.48
[O-]c1ccccc1C1=NCCN1,12.58
Oc1ccccc1C1=[NH+]CCN1,6.63
COc1ccc2c(c1)NCC[NH2+]2,1.93
O=C1NC(=S)NC12CCCCC2,8.79
OCc1nc2cc(Cl)ccc2[nH]1,4.63
OCc1nc2cc(Cl)ccc2[nH]1,11.46
N/N=C/c1ncnc2nc[nH]c12,9.2
[NH3+]/N=C/c1ncnc2nc[nH]c12,2.8
Nc1nc2nc[nH]c2c(N)[n+]1[O-],3.7
Nc1nc2nc[nH]c2c(N)[n+]1[O-],9.7
Nc1[nH+]c2nc[nH]c2c(N)[n+]1O,1.0
Nc1nc2nc[n-]c2c(N)[n+]1[O-],12.0
c1ccc(-c2ccncc2)cc1,5.3
c1ccc(NC2CCCC2)cc1,5.3
c1ccc(CC2=NCCC2)cc1,6.9
c1ccc(CC2CCCN2)cc1,10.35
Cc1ccc(C2=NCCC2)cc1,6.41
Cc1ccc(C2CCCN2)cc1,9.99
Cc1ccc2nc(C)ccc2c1,5.85
Cc1cc(C)c2ccccc2n1,5.11
Cc1cc2ccccc2nc1C,4.93
Cc1ccc2cccc(C)c2n1,4.1
Cc1ccc2ccc(C)nc2c1,5.01
CNc1cccc2ccccc12,3.7
c1ccc(CN2CCCC2)cc1,9.51
Cc1ccc(N2CCCC2)cc1,4.69
Cc1ccc2c(c1)cc(C)n2C,0.5
CN1CCCC1c1ccccc1,8.8
Clc1ccc(C2NCCS2)cc1,5.01
Ic1cccc(C2NCCS2)c1,4.93
Brc1ccc(C2NCCS2)cc1,5.05
CSc1cccc2ncccc12,4.5
CSc1ccnc2ccccc12,5.81
Nc1ccc2c(c1Br)CCCC2,3.05
Nc1cc2c(cc1Br)CCCC2,3.05
Cn1c(=S)ccc2ccccc21,-1.6
Nc1ccc(Cl)c2ccccc12,3.4
CSc1ccc2ncccc2c1,4.75
CSc1cnc2ccccc2c1,3.88
Cc1cccc(C2NCCS2)c1,5.26
Cc1ccc(C2NCCS2)cc1,5.35
CSc1cc2ccccc2cn1,3.41
CSc1ccc2ccccc2n1,3.71
CSc1nccc2ccccc12,3.93
Cn1ccc(=S)c2ccccc21,0.56
C[n+]1cccc2cc(S)ccc21,4.12
C[n+]1cc(S)cc2ccccc21,2.4
C[n+]1ccc2ccccc2c1S,-2.13
C[n+]1cccc2c(S)cccc21,3.22
OC[C@@H]1O[C@@H]2NC(=S)O[C@@H]2[C@H]1O,9.48
OC[C@H]1O[C@@H]2NC(=S)O[C@@H]2[C@H]1O,9.48
O=C(O)c1c[nH]c2ccccc12,5.27
O=C(O)c1cc2ccccc2[nH]1,-0.57
O=C(O)c1cc2ccccc2[nH]1,3.79
C=CCN(CC1CO1)CC1CO1,6.16
CC(C)N(CC1CO1)CC1CO1,7.07
Oc1ccc(O)c2ncccc12,4.5
Oc1ccc(O)c2ncccc12,9.3
Cc1cccc2c1C(=O)NC2=O,10.49
O=C(O)c1ccc2[nH]ccc2c1,4.1
Oc1cc(-c2ccccc2)no1,4.01
COC(=O)C1CN2CCC1CC2,9.4
CC(=O)OC1CN2CCC1CC2,9.27
COC(=O)C1=CN2CCC1CC2,7.17
[O-]c1ccc2ccccc2[n+]1O,6.88
[O-]c1cc(O)c2ccccc2[nH+]1,5.86
Oc1cc(O)c2ccccc2[nH+]1,0.76
CN1[C@H]2CC=C(C(=O)[O-])[C@@H]1CC2,10.85
C[NH+]1[C@H]2CC=C(C(=O)O)[C@@H]1CC2,3.93
O=C(O)c1nsc2ccccc12,2.76
O=C1NC(=O)c2cc(Cl)ccc21,9.48
O=Cc1ccnc2ccccc12,4.25
COc1ccnc2ccccc12,6.45
Cc1ccc(O)c2ncccc12,9.93
Cc1ccc(O)c2ncccc12,5.29
Cc1ccnc2c(O)cccc12,8.44
Cc1ccc2cccc(O)c2n1,10.08
Cc1ccc2cccc(O)c2n1,5.63
Nc1cc2ccccc2cc1O,9.35
Cc1cnc2c(O)cccc2c1,9.75
Cc1cnc2c(O)cccc2c1,4.93
Cn1ccc2ccccc2c1=O,-1.8
Cn1c(=O)ccc2ccccc21,-0.71
Nc1cccc2c(O)cccc12,10.3
Nc1cccc2c(O)cccc12,4.15
COc1ccc2ncccc2c1,5.05
COc1ccc2c(c1)CC(C)N2,6.2
OCCC[C@@H]1CC[C@@H]2CCCN12,11.48
OCCC[C@H]1CC[C@@H]2CCCN12,11.17
COc1cccc2cccnc12,4.88
OC[C@H]1CCCN2CCCC[C@@H]12,10.16
O=Cc1ccc2ccccc2n1,3.1
COc1ccc2ccccc2n1,3.17
COc1nccc2ccccc12,3.05
N#CC1C(=O)Cc2ccccc21,4.8
Cn1ccc(=O)c2ccccc21,2.36
C[n+]1cccc2cc(O)ccc21,7.15
C[n+]1cc(O)cc2ccccc21,5.42
C[n+]1cccc2cccc(O)c21,6.81
C[n+]1ccc2cc(O)ccc2c1,6.06
